tier,herb_active_compound,mechanism,obs,expected,row_total,col_total,N_tier,OR_raw,OR_ha,log2_OR_ha,p,q,classification
compound,curcumin,UGT_inhibition,0,0.6774193548387096,9,14,186,0.0,0.5934664246823956,-0.7527616830730751,1.0,1.0,ns
compound,curcumin,absorption_alteration,0,0.532258064516129,9,11,186,0.0,0.7620137299771167,-0.3921111024293362,1.0,1.0,ns
compound,curcumin,transporter_modulation,0,0.532258064516129,9,11,186,0.0,0.7620137299771167,-0.3921111024293362,1.0,1.0,ns
compound,curcumin,signaling_pathway_modulation,0,0.43548387096774194,9,9,186,0.0,0.9335180055401662,-0.09925024570531257,1.0,1.0,ns
compound,curcumin,organ_toxicity_modulation,0,0.2903225806451613,9,6,186,0.0,1.388663967611336,0.4736975345881346,1.0,1.0,ns
compound,curcumin,P-gp_induction,0,0.0967741935483871,9,2,186,0.0,3.694736842105263,1.8854716119736128,1.0,1.0,ns
compound,curcumin,UGT_induction,0,0.0967741935483871,9,2,186,0.0,3.694736842105263,1.8854716119736128,1.0,1.0,ns
compound,curcumin,receptor_antagonism,0,0.0967741935483871,9,2,186,0.0,3.694736842105263,1.8854716119736128,1.0,1.0,ns
compound,glycyrrhizin,P-gp_inhibition,0,0.6021505376344086,8,14,186,0.0,0.6673427991886409,-0.5835000626426702,1.0,1.0,ns
compound,glycyrrhizin,UGT_inhibition,0,0.6021505376344086,8,14,186,0.0,0.6673427991886409,-0.5835000626426702,1.0,1.0,ns
compound,glycyrrhizin,synergistic_efficacy,0,0.5161290322580645,8,12,186,0.0,0.7835294117647059,-0.3519406639538019,1.0,1.0,ns
compound,glycyrrhizin,signaling_pathway_modulation,0,0.3870967741935484,8,9,186,0.0,1.0495356037151702,0.06975110844241886,1.0,1.0,ns
compound,glycyrrhizin,additive_toxicity,0,0.17204301075268819,8,4,186,0.0,2.281045751633987,1.1896953835170003,1.0,1.0,ns
compound,glycyrrhizin,P-gp_induction,0,0.08602150537634409,8,2,186,0.0,4.152941176470589,2.0541334371334785,1.0,1.0,ns
compound,glycyrrhizin,antagonistic_efficacy,0,0.08602150537634409,8,2,186,0.0,4.152941176470589,2.0541334371334785,1.0,1.0,ns
compound,glycyrrhizin,receptor_antagonism,0,0.08602150537634409,8,2,186,0.0,4.152941176470589,2.0541334371334785,1.0,1.0,ns
compound,wogonin,absorption_alteration,0,0.41397849462365593,7,11,186,0.0,0.9768115942028985,-0.033847770483672955,1.0,1.0,ns
compound,wogonin,transporter_modulation,0,0.41397849462365593,7,11,186,0.0,0.9768115942028985,-0.033847770483672955,1.0,1.0,ns
compound,wogonin,organ_toxicity_modulation,0,0.22580645161290322,7,6,186,0.0,1.7794871794871794,0.8314615388286501,1.0,1.0,ns
compound,wogonin,additive_toxicity,0,0.15053763440860216,7,4,186,0.0,2.6,1.3785116232537298,1.0,1.0,ns
compound,wogonin,P-gp_induction,0,0.07526881720430108,7,2,186,0.0,4.733333333333333,2.2428565238961635,1.0,1.0,ns
compound,wogonin,UGT_induction,0,0.07526881720430108,7,2,186,0.0,4.733333333333333,2.2428565238961635,1.0,1.0,ns
compound,wogonin,antagonistic_efficacy,0,0.07526881720430108,7,2,186,0.0,4.733333333333333,2.2428565238961635,1.0,1.0,ns
compound,wogonin,receptor_antagonism,0,0.07526881720430108,7,2,186,0.0,4.733333333333333,2.2428565238961635,1.0,1.0,ns
compound,glycyrrhetinic acid,CYP_induction,1,0.978494623655914,7,26,186,1.0266666666666666,1.3981900452488687,0.48356046851294293,1.0,1.0,ns
compound,glycyrrhetinic acid,P-gp_inhibition,0,0.5268817204301075,7,14,186,0.0,0.7609195402298851,-0.39418418392887294,1.0,1.0,ns
compound,glycyrrhetinic acid,synergistic_efficacy,0,0.45161290322580644,7,12,186,0.0,0.8933333333333333,-0.1627295000381085,1.0,1.0,ns
compound,glycyrrhetinic acid,absorption_alteration,0,0.41397849462365593,7,11,186,0.0,0.9768115942028985,-0.033847770483672955,1.0,1.0,ns
compound,glycyrrhetinic acid,transporter_modulation,0,0.41397849462365593,7,11,186,0.0,0.9768115942028985,-0.033847770483672955,1.0,1.0,ns
compound,glycyrrhetinic acid,signaling_pathway_modulation,0,0.3387096774193548,7,9,186,0.0,1.1964912280701754,0.25880981997206837,1.0,1.0,ns
compound,glycyrrhetinic acid,organ_toxicity_modulation,0,0.22580645161290322,7,6,186,0.0,1.7794871794871794,0.8314615388286501,1.0,1.0,ns
compound,glycyrrhetinic acid,additive_toxicity,0,0.15053763440860216,7,4,186,0.0,2.6,1.3785116232537298,1.0,1.0,ns
compound,glycyrrhetinic acid,P-gp_induction,0,0.07526881720430108,7,2,186,0.0,4.733333333333333,2.2428565238961635,1.0,1.0,ns
compound,glycyrrhetinic acid,UGT_induction,0,0.07526881720430108,7,2,186,0.0,4.733333333333333,2.2428565238961635,1.0,1.0,ns
compound,glycyrrhetinic acid,antagonistic_efficacy,0,0.07526881720430108,7,2,186,0.0,4.733333333333333,2.2428565238961635,1.0,1.0,ns
compound,glycyrrhetinic acid,receptor_antagonism,0,0.07526881720430108,7,2,186,0.0,4.733333333333333,2.2428565238961635,1.0,1.0,ns
compound,glycyrrhizic acid,CYP_inhibition,1,1.3870967741935485,6,43,186,0.6571428571428571,0.8887700534759359,-0.17011788800465447,1.0,1.0,ns
compound,glycyrrhizic acid,receptor_synergism,1,0.9032258064516129,6,28,186,1.1333333333333333,1.5223140495867769,0.6062660139293787,1.0,1.0,ns
compound,glycyrrhizic acid,UGT_inhibition,0,0.45161290322580644,6,14,186,0.0,0.883289124668435,-0.17904234619740214,1.0,1.0,ns
compound,glycyrrhizic acid,synergistic_efficacy,0,0.3870967741935484,6,12,186,0.0,1.0369230769230768,0.052308873266041486,1.0,1.0,ns
compound,glycyrrhizic acid,transporter_modulation,0,0.3548387096774194,6,11,186,0.0,1.1337792642140467,0.18113978893823873,1.0,1.0,ns
compound,glycyrrhizic acid,signaling_pathway_modulation,0,0.2903225806451613,6,9,186,0.0,1.388663967611336,0.4736975345881346,1.0,1.0,ns
compound,glycyrrhizic acid,additive_toxicity,0,0.12903225806451613,6,4,186,0.0,3.017094017094017,1.5931596536877757,1.0,1.0,ns
compound,glycyrrhizic acid,P-gp_induction,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,glycyrrhizic acid,UGT_induction,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,glycyrrhizic acid,antagonistic_efficacy,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,glycyrrhizic acid,receptor_antagonism,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,emodin,P-gp_inhibition,0,0.45161290322580644,6,14,186,0.0,0.883289124668435,-0.17904234619740214,1.0,1.0,ns
compound,emodin,UGT_inhibition,0,0.45161290322580644,6,14,186,0.0,0.883289124668435,-0.17904234619740214,1.0,1.0,ns
compound,emodin,synergistic_efficacy,0,0.3870967741935484,6,12,186,0.0,1.0369230769230768,0.052308873266041486,1.0,1.0,ns
compound,emodin,absorption_alteration,0,0.3548387096774194,6,11,186,0.0,1.1337792642140467,0.18113978893823873,1.0,1.0,ns
compound,emodin,transporter_modulation,0,0.3548387096774194,6,11,186,0.0,1.1337792642140467,0.18113978893823873,1.0,1.0,ns
compound,emodin,organ_toxicity_modulation,0,0.1935483870967742,6,6,186,0.0,2.06508875739645,1.046203789927468,1.0,1.0,ns
compound,emodin,P-gp_induction,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,emodin,UGT_induction,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,emodin,antagonistic_efficacy,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,emodin,receptor_antagonism,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,icariin,P-gp_inhibition,0,0.45161290322580644,6,14,186,0.0,0.883289124668435,-0.17904234619740214,1.0,1.0,ns
compound,icariin,synergistic_efficacy,0,0.3870967741935484,6,12,186,0.0,1.0369230769230768,0.052308873266041486,1.0,1.0,ns
compound,icariin,absorption_alteration,0,0.3548387096774194,6,11,186,0.0,1.1337792642140467,0.18113978893823873,1.0,1.0,ns
compound,icariin,transporter_modulation,0,0.3548387096774194,6,11,186,0.0,1.1337792642140467,0.18113978893823873,1.0,1.0,ns
compound,icariin,signaling_pathway_modulation,0,0.2903225806451613,6,9,186,0.0,1.388663967611336,0.4736975345881346,1.0,1.0,ns
compound,icariin,organ_toxicity_modulation,0,0.1935483870967742,6,6,186,0.0,2.06508875739645,1.046203789927468,1.0,1.0,ns
compound,icariin,additive_toxicity,0,0.12903225806451613,6,4,186,0.0,3.017094017094017,1.5931596536877757,1.0,1.0,ns
compound,icariin,P-gp_induction,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,icariin,UGT_induction,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,icariin,antagonistic_efficacy,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,icariin,receptor_antagonism,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,astragaloside IV,CYP_inhibition,1,1.3870967741935485,6,43,186,0.6571428571428571,0.8887700534759359,-0.17011788800465447,1.0,1.0,ns
compound,astragaloside IV,P-gp_inhibition,0,0.45161290322580644,6,14,186,0.0,0.883289124668435,-0.17904234619740214,1.0,1.0,ns
compound,astragaloside IV,absorption_alteration,0,0.3548387096774194,6,11,186,0.0,1.1337792642140467,0.18113978893823873,1.0,1.0,ns
compound,astragaloside IV,transporter_modulation,0,0.3548387096774194,6,11,186,0.0,1.1337792642140467,0.18113978893823873,1.0,1.0,ns
compound,astragaloside IV,signaling_pathway_modulation,0,0.2903225806451613,6,9,186,0.0,1.388663967611336,0.4736975345881346,1.0,1.0,ns
compound,astragaloside IV,organ_toxicity_modulation,0,0.1935483870967742,6,6,186,0.0,2.06508875739645,1.046203789927468,1.0,1.0,ns
compound,astragaloside IV,P-gp_induction,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,astragaloside IV,UGT_induction,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,astragaloside IV,antagonistic_efficacy,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,astragaloside IV,receptor_antagonism,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,quercetin,CYP_inhibition,1,1.3870967741935485,6,43,186,0.6571428571428571,0.8887700534759359,-0.17011788800465447,1.0,1.0,ns
compound,quercetin,receptor_synergism,1,0.9032258064516129,6,28,186,1.1333333333333333,1.5223140495867769,0.6062660139293787,1.0,1.0,ns
compound,quercetin,P-gp_inhibition,0,0.45161290322580644,6,14,186,0.0,0.883289124668435,-0.17904234619740214,1.0,1.0,ns
compound,quercetin,UGT_inhibition,0,0.45161290322580644,6,14,186,0.0,0.883289124668435,-0.17904234619740214,1.0,1.0,ns
compound,quercetin,synergistic_efficacy,0,0.3870967741935484,6,12,186,0.0,1.0369230769230768,0.052308873266041486,1.0,1.0,ns
compound,quercetin,absorption_alteration,0,0.3548387096774194,6,11,186,0.0,1.1337792642140467,0.18113978893823873,1.0,1.0,ns
compound,quercetin,transporter_modulation,0,0.3548387096774194,6,11,186,0.0,1.1337792642140467,0.18113978893823873,1.0,1.0,ns
compound,quercetin,additive_toxicity,0,0.12903225806451613,6,4,186,0.0,3.017094017094017,1.5931596536877757,1.0,1.0,ns
compound,quercetin,P-gp_induction,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,quercetin,UGT_induction,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,quercetin,antagonistic_efficacy,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,quercetin,receptor_antagonism,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,salvianolic acid B,receptor_synergism,1,0.9032258064516129,6,28,186,1.1333333333333333,1.5223140495867769,0.6062660139293787,1.0,1.0,ns
compound,salvianolic acid B,UGT_inhibition,0,0.45161290322580644,6,14,186,0.0,0.883289124668435,-0.17904234619740214,1.0,1.0,ns
compound,salvianolic acid B,synergistic_efficacy,0,0.3870967741935484,6,12,186,0.0,1.0369230769230768,0.052308873266041486,1.0,1.0,ns
compound,salvianolic acid B,absorption_alteration,0,0.3548387096774194,6,11,186,0.0,1.1337792642140467,0.18113978893823873,1.0,1.0,ns
compound,salvianolic acid B,transporter_modulation,0,0.3548387096774194,6,11,186,0.0,1.1337792642140467,0.18113978893823873,1.0,1.0,ns
compound,salvianolic acid B,signaling_pathway_modulation,0,0.2903225806451613,6,9,186,0.0,1.388663967611336,0.4736975345881346,1.0,1.0,ns
compound,salvianolic acid B,organ_toxicity_modulation,0,0.1935483870967742,6,6,186,0.0,2.06508875739645,1.046203789927468,1.0,1.0,ns
compound,salvianolic acid B,additive_toxicity,0,0.12903225806451613,6,4,186,0.0,3.017094017094017,1.5931596536877757,1.0,1.0,ns
compound,salvianolic acid B,P-gp_induction,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,salvianolic acid B,UGT_induction,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,salvianolic acid B,antagonistic_efficacy,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,salvianolic acid B,receptor_antagonism,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,tanshinone IIA,CYP_inhibition,1,1.3870967741935485,6,43,186,0.6571428571428571,0.8887700534759359,-0.17011788800465447,1.0,1.0,ns
compound,tanshinone IIA,CYP_induction,1,0.8387096774193549,6,26,186,1.24,1.6631016042780749,0.7338763102429658,1.0,1.0,ns
compound,tanshinone IIA,UGT_inhibition,0,0.45161290322580644,6,14,186,0.0,0.883289124668435,-0.17904234619740214,1.0,1.0,ns
compound,tanshinone IIA,absorption_alteration,0,0.3548387096774194,6,11,186,0.0,1.1337792642140467,0.18113978893823873,1.0,1.0,ns
compound,tanshinone IIA,transporter_modulation,0,0.3548387096774194,6,11,186,0.0,1.1337792642140467,0.18113978893823873,1.0,1.0,ns
compound,tanshinone IIA,signaling_pathway_modulation,0,0.2903225806451613,6,9,186,0.0,1.388663967611336,0.4736975345881346,1.0,1.0,ns
compound,tanshinone IIA,organ_toxicity_modulation,0,0.1935483870967742,6,6,186,0.0,2.06508875739645,1.046203789927468,1.0,1.0,ns
compound,tanshinone IIA,additive_toxicity,0,0.12903225806451613,6,4,186,0.0,3.017094017094017,1.5931596536877757,1.0,1.0,ns
compound,tanshinone IIA,P-gp_induction,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,tanshinone IIA,UGT_induction,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,tanshinone IIA,antagonistic_efficacy,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,tanshinone IIA,receptor_antagonism,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,triptolide,P-gp_inhibition,0,0.45161290322580644,6,14,186,0.0,0.883289124668435,-0.17904234619740214,1.0,1.0,ns
compound,triptolide,UGT_inhibition,0,0.45161290322580644,6,14,186,0.0,0.883289124668435,-0.17904234619740214,1.0,1.0,ns
compound,triptolide,absorption_alteration,0,0.3548387096774194,6,11,186,0.0,1.1337792642140467,0.18113978893823873,1.0,1.0,ns
compound,triptolide,transporter_modulation,0,0.3548387096774194,6,11,186,0.0,1.1337792642140467,0.18113978893823873,1.0,1.0,ns
compound,triptolide,signaling_pathway_modulation,0,0.2903225806451613,6,9,186,0.0,1.388663967611336,0.4736975345881346,1.0,1.0,ns
compound,triptolide,organ_toxicity_modulation,0,0.1935483870967742,6,6,186,0.0,2.06508875739645,1.046203789927468,1.0,1.0,ns
compound,triptolide,additive_toxicity,0,0.12903225806451613,6,4,186,0.0,3.017094017094017,1.5931596536877757,1.0,1.0,ns
compound,triptolide,P-gp_induction,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,triptolide,UGT_induction,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,triptolide,antagonistic_efficacy,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,triptolide,receptor_antagonism,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,Astragaloside IV,CYP_inhibition,1,1.3870967741935485,6,43,186,0.6571428571428571,0.8887700534759359,-0.17011788800465447,1.0,1.0,ns
compound,Astragaloside IV,UGT_inhibition,0,0.45161290322580644,6,14,186,0.0,0.883289124668435,-0.17904234619740214,1.0,1.0,ns
compound,Astragaloside IV,absorption_alteration,0,0.3548387096774194,6,11,186,0.0,1.1337792642140467,0.18113978893823873,1.0,1.0,ns
compound,Astragaloside IV,transporter_modulation,0,0.3548387096774194,6,11,186,0.0,1.1337792642140467,0.18113978893823873,1.0,1.0,ns
compound,Astragaloside IV,organ_toxicity_modulation,0,0.1935483870967742,6,6,186,0.0,2.06508875739645,1.046203789927468,1.0,1.0,ns
compound,Astragaloside IV,additive_toxicity,0,0.12903225806451613,6,4,186,0.0,3.017094017094017,1.5931596536877757,1.0,1.0,ns
compound,Astragaloside IV,P-gp_induction,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,Astragaloside IV,UGT_induction,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,Astragaloside IV,antagonistic_efficacy,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,Astragaloside IV,receptor_antagonism,0,0.06451612903225806,6,2,186,0.0,5.492307692307692,2.457412451000645,1.0,1.0,ns
compound,evodiamine,CYP_inhibition,1,1.1559139784946237,5,43,186,0.8273809523809523,1.0941176470588236,0.12976787497032977,1.0,1.0,ns
compound,evodiamine,CYP_induction,0,0.6989247311827957,5,26,186,0.0,0.5334476843910806,-0.9065813030698939,1.0,1.0,ns
compound,evodiamine,P-gp_inhibition,0,0.3763440860215054,5,14,186,0.0,1.0501567398119123,0.07060467158026545,1.0,1.0,ns
compound,evodiamine,UGT_inhibition,0,0.3763440860215054,5,14,186,0.0,1.0501567398119123,0.07060467158026545,1.0,1.0,ns
compound,evodiamine,synergistic_efficacy,0,0.3225806451612903,5,12,186,0.0,1.2327272727272727,0.30185365472432185,1.0,1.0,ns
compound,evodiamine,absorption_alteration,0,0.2956989247311828,5,11,186,0.0,1.3478260869565217,0.4306343543298623,1.0,1.0,ns
compound,evodiamine,signaling_pathway_modulation,0,0.24193548387096775,5,9,186,0.0,1.6507177033492824,0.7230934195846487,1.0,1.0,ns
compound,evodiamine,additive_toxicity,0,0.10752688172043011,5,4,186,0.0,3.585858585858586,1.842318594312435,1.0,1.0,ns
compound,evodiamine,P-gp_induction,0,0.053763440860215055,5,2,186,0.0,6.527272727272727,2.706480320298392,1.0,1.0,ns
compound,evodiamine,UGT_induction,0,0.053763440860215055,5,2,186,0.0,6.527272727272727,2.706480320298392,1.0,1.0,ns
compound,evodiamine,antagonistic_efficacy,0,0.053763440860215055,5,2,186,0.0,6.527272727272727,2.706480320298392,1.0,1.0,ns
compound,evodiamine,receptor_antagonism,0,0.053763440860215055,5,2,186,0.0,6.527272727272727,2.706480320298392,1.0,1.0,ns
compound,magnolol,receptor_synergism,0,0.7526881720430108,5,28,186,0.0,0.48963317384370014,-1.0302267874318596,1.0,1.0,ns
compound,magnolol,P-gp_inhibition,0,0.3763440860215054,5,14,186,0.0,1.0501567398119123,0.07060467158026545,1.0,1.0,ns
compound,magnolol,synergistic_efficacy,0,0.3225806451612903,5,12,186,0.0,1.2327272727272727,0.30185365472432185,1.0,1.0,ns
compound,magnolol,transporter_modulation,0,0.2956989247311828,5,11,186,0.0,1.3478260869565217,0.4306343543298623,1.0,1.0,ns
compound,magnolol,signaling_pathway_modulation,0,0.24193548387096775,5,9,186,0.0,1.6507177033492824,0.7230934195846487,1.0,1.0,ns
compound,magnolol,organ_toxicity_modulation,0,0.16129032258064516,5,6,186,0.0,2.4545454545454546,1.2954558835261714,1.0,1.0,ns
compound,magnolol,additive_toxicity,0,0.10752688172043011,5,4,186,0.0,3.585858585858586,1.842318594312435,1.0,1.0,ns
compound,magnolol,P-gp_induction,0,0.053763440860215055,5,2,186,0.0,6.527272727272727,2.706480320298392,1.0,1.0,ns
compound,magnolol,UGT_induction,0,0.053763440860215055,5,2,186,0.0,6.527272727272727,2.706480320298392,1.0,1.0,ns
compound,magnolol,antagonistic_efficacy,0,0.053763440860215055,5,2,186,0.0,6.527272727272727,2.706480320298392,1.0,1.0,ns
compound,magnolol,receptor_antagonism,0,0.053763440860215055,5,2,186,0.0,6.527272727272727,2.706480320298392,1.0,1.0,ns
compound,cryptotanshinone,UGT_inhibition,0,0.3763440860215054,5,14,186,0.0,1.0501567398119123,0.07060467158026545,1.0,1.0,ns
compound,cryptotanshinone,synergistic_efficacy,0,0.3225806451612903,5,12,186,0.0,1.2327272727272727,0.30185365472432185,1.0,1.0,ns
compound,cryptotanshinone,absorption_alteration,0,0.2956989247311828,5,11,186,0.0,1.3478260869565217,0.4306343543298623,1.0,1.0,ns
compound,cryptotanshinone,transporter_modulation,0,0.2956989247311828,5,11,186,0.0,1.3478260869565217,0.4306343543298623,1.0,1.0,ns
compound,cryptotanshinone,signaling_pathway_modulation,0,0.24193548387096775,5,9,186,0.0,1.6507177033492824,0.7230934195846487,1.0,1.0,ns
compound,cryptotanshinone,organ_toxicity_modulation,0,0.16129032258064516,5,6,186,0.0,2.4545454545454546,1.2954558835261714,1.0,1.0,ns
compound,cryptotanshinone,additive_toxicity,0,0.10752688172043011,5,4,186,0.0,3.585858585858586,1.842318594312435,1.0,1.0,ns
compound,cryptotanshinone,P-gp_induction,0,0.053763440860215055,5,2,186,0.0,6.527272727272727,2.706480320298392,1.0,1.0,ns
compound,cryptotanshinone,UGT_induction,0,0.053763440860215055,5,2,186,0.0,6.527272727272727,2.706480320298392,1.0,1.0,ns
compound,cryptotanshinone,antagonistic_efficacy,0,0.053763440860215055,5,2,186,0.0,6.527272727272727,2.706480320298392,1.0,1.0,ns
compound,cryptotanshinone,receptor_antagonism,0,0.053763440860215055,5,2,186,0.0,6.527272727272727,2.706480320298392,1.0,1.0,ns
compound,schisantherin A,receptor_synergism,0,0.7526881720430108,5,28,186,0.0,0.48963317384370014,-1.0302267874318596,1.0,1.0,ns
compound,schisantherin A,CYP_induction,0,0.6989247311827957,5,26,186,0.0,0.5334476843910806,-0.9065813030698939,1.0,1.0,ns
compound,schisantherin A,P-gp_inhibition,0,0.3763440860215054,5,14,186,0.0,1.0501567398119123,0.07060467158026545,1.0,1.0,ns
compound,schisantherin A,UGT_inhibition,0,0.3763440860215054,5,14,186,0.0,1.0501567398119123,0.07060467158026545,1.0,1.0,ns
compound,schisantherin A,synergistic_efficacy,0,0.3225806451612903,5,12,186,0.0,1.2327272727272727,0.30185365472432185,1.0,1.0,ns
compound,schisantherin A,absorption_alteration,0,0.2956989247311828,5,11,186,0.0,1.3478260869565217,0.4306343543298623,1.0,1.0,ns
compound,schisantherin A,transporter_modulation,0,0.2956989247311828,5,11,186,0.0,1.3478260869565217,0.4306343543298623,1.0,1.0,ns
compound,schisantherin A,signaling_pathway_modulation,0,0.24193548387096775,5,9,186,0.0,1.6507177033492824,0.7230934195846487,1.0,1.0,ns
compound,schisantherin A,organ_toxicity_modulation,0,0.16129032258064516,5,6,186,0.0,2.4545454545454546,1.2954558835261714,1.0,1.0,ns
compound,schisantherin A,additive_toxicity,0,0.10752688172043011,5,4,186,0.0,3.585858585858586,1.842318594312435,1.0,1.0,ns
compound,schisantherin A,P-gp_induction,0,0.053763440860215055,5,2,186,0.0,6.527272727272727,2.706480320298392,1.0,1.0,ns
compound,schisantherin A,UGT_induction,0,0.053763440860215055,5,2,186,0.0,6.527272727272727,2.706480320298392,1.0,1.0,ns
compound,schisantherin A,antagonistic_efficacy,0,0.053763440860215055,5,2,186,0.0,6.527272727272727,2.706480320298392,1.0,1.0,ns
compound,schisantherin A,receptor_antagonism,0,0.053763440860215055,5,2,186,0.0,6.527272727272727,2.706480320298392,1.0,1.0,ns
